,NODE_ID_left,LATITUDE_left,LONGITUDE_left,geometry,demand,LMP,gen,index_right,NODE_ID_right,LATITUDE_right,LONGITUDE_right
2715,5536,29.39206512,-96.38704001,POINT (-10729756.212984087 3425642.409301599),1,0,0,3847,STATION3848,29.39208312799998,-96.38705380500035
6793,78103,29.39206512,-96.38704001,POINT (-10729756.212984087 3425642.409301599),0,0,0,3847,STATION3848,29.39208312799998,-96.38705380500035
2716,5537,29.5048197,-96.4596403,POINT (-10737838.04029833 3440056.5205541393),1,0,0,4786,STATION4787,29.514417287000068,-96.46523305500034
4202,8529,29.52661067,-96.5063915,POINT (-10743042.360076306 3442844.043289304),1,0,0,4786,STATION4787,29.514417287000068,-96.46523305500034
6821,78534,29.5048197,-96.4596403,POINT (-10737838.04029833 3440056.5205541393),0,0,0,4786,STATION4787,29.514417287000068,-96.46523305500034
2717,5538,29.18698999,-96.26742311,POINT (-10716440.520585816 3399467.266257811),1,0,0,1920,STATION1921,29.18700756400008,-96.26744595199976
2719,5543,29.17058519,-96.25580298,POINT (-10715146.973631265 3397375.6748257503),1,0,0,1920,STATION1921,29.18700756400008,-96.26744595199976
3947,8100,29.18698999,-96.26742311,POINT (-10716440.520585816 3399467.266257811),1,0,0,1920,STATION1921,29.18700756400008,-96.26744595199976
3948,8102,29.18698999,-96.26742311,POINT (-10716440.520585816 3399467.266257811),1,0,0,1920,STATION1921,29.18700756400008,-96.26744595199976
2720,5544,29.0757,-96.227745,POINT (-10712023.573584976 3385284.481328381),0,0,0,4288,STATION4289,29.078818000000126,-96.2336389999999
2721,5546,29.0757,-96.227745,POINT (-10712023.573584976 3385284.481328381),0,0,0,4288,STATION4289,29.078818000000126,-96.2336389999999
2722,5548,29.0757,-96.227745,POINT (-10712023.573584976 3385284.481328381),1,0,0,4288,STATION4289,29.078818000000126,-96.2336389999999
2723,5550,28.99782082,-96.15059496,POINT (-10703435.270417497 3375368.6770586213),1,0,0,2305,STATION2306,28.997820550000036,-96.15056845900027
2725,5552,28.99782082,-96.15059496,POINT (-10703435.270417497 3375368.6770586213),1,0,0,2305,STATION2306,28.997820550000036,-96.15056845900027
4217,8556,28.99782082,-96.15059496,POINT (-10703435.270417497 3375368.6770586213),0,0,0,2305,STATION2306,28.997820550000036,-96.15056845900027
4218,8557,28.99782082,-96.15059496,POINT (-10703435.270417497 3375368.6770586213),1,0,0,2305,STATION2306,28.997820550000036,-96.15056845900027
2724,5551,28.99343741,-96.14180391,POINT (-10702456.655207956 3374810.7907753536),1,0,0,4643,STATION4644,28.993480327999986,-96.1417140599999
2726,5553,28.7570038,-96.2121303,POINT (-10710285.353132088 3344754.268082141),1,0,0,3604,STATION3605,28.757003801999993,-96.21213030199975
2738,5570,28.7570038,-96.2121303,POINT (-10710285.353132088 3344754.268082141),1,0,0,3604,STATION3605,28.757003801999993,-96.21213030199975
2739,5571,28.7570038,-96.2121303,POINT (-10710285.353132088 3344754.268082141),0,0,0,3604,STATION3605,28.757003801999993,-96.21213030199975
3968,8131,28.7570038,-96.2121303,POINT (-10710285.353132088 3344754.268082141),1,0,0,3604,STATION3605,28.757003801999993,-96.21213030199975
3982,8148,28.7570038,-96.2121303,POINT (-10710285.353132088 3344754.268082141),0,0,0,3604,STATION3605,28.757003801999993,-96.21213030199975
2731,5559,29.00106294,-96.1409496,POINT (-10702361.553853778 3375781.3240592494),0,0,0,1000,STATION1001,29.00109459700006,-96.1408868570003
2732,5560,28.98771508,-95.96933179,POINT (-10683257.14663352 3374082.5327738593),1,0,0,3952,STATION3953,28.98771504300002,-95.96933179699948
3953,8111,29.01234933,-95.96928049,POINT (-10683251.435943644 3377217.9218260325),0,0,0,3952,STATION3953,28.98771504300002,-95.96933179699948
3955,8113,28.98771508,-95.96933179,POINT (-10683257.14663352 3374082.5327738593),1,0,0,3952,STATION3953,28.98771504300002,-95.96933179699948
6891,80124,28.96301693,-95.96560838,POINT (-10682842.658528307 3370939.760361529),1,0,0,3952,STATION3953,28.98771504300002,-95.96933179699948
9262,708113,28.98771508,-95.96933179,POINT (-10683257.14663352 3374082.5327738593),0,0,0,3952,STATION3953,28.98771504300002,-95.96933179699948
2733,5562,28.99308818,-95.91200632,POINT (-10676875.704503637 3374766.344518343),1,0,0,1762,STATION1763,29.00292100000013,-95.92099000000012
2735,5566,28.92817339,-95.56390774,POINT (-10638125.547832174 3366507.289352295),1,0,0,3504,STATION3505,28.928234859000025,-95.56368554900004
2736,5568,28.92817339,-95.56390774,POINT (-10638125.547832174 3366507.289352295),0,0,0,3504,STATION3505,28.928234859000025,-95.56368554900004
2740,5573,28.74468503,-96.42164275,POINT (-10733608.17238094 3343190.1202026904),1,0,0,3859,STATION3860,28.744685028000003,-96.42164274899983
4216,8555,28.74468503,-96.42164275,POINT (-10733608.17238094 3343190.1202026904),1,0,0,3859,STATION3860,28.744685028000003,-96.42164274899983
2741,5574,28.72050326,-96.46796132,POINT (-10738764.332007611 3340120.231105069),0,0,0,5094,STATION5095,28.689083353000065,-96.45300941599962
2742,5576,28.6898,-96.45835,POINT (-10737694.404759359 3336223.457972424),1,0,0,5094,STATION5095,28.689083353000065,-96.45300941599962
2745,5582,28.80584828,-96.64583953,POINT (-10758565.64376803 3350958.0029812753),0,0,0,3849,STATION3850,28.80580897699999,-96.64632629299976
2746,5584,28.80584828,-96.64583953,POINT (-10758565.64376803 3350958.0029812753),0,0,0,3849,STATION3850,28.80580897699999,-96.64632629299976
2747,5585,28.805084,-96.646518,POINT (-10758641.17070295 3350860.909434917),1,0,0,3849,STATION3850,28.80580897699999,-96.64632629299976
2748,5586,28.805084,-96.646518,POINT (-10758641.17070295 3350860.909434917),1,0,0,3849,STATION3850,28.80580897699999,-96.64632629299976
2750,5590,28.7232,-96.78093,POINT (-10773603.846099453 3340462.548557979),1,0,0,3843,STATION3844,28.731336802999994,-96.82154810299997
3973,8136,28.7232,-96.78093,POINT (-10773603.846099453 3340462.548557979),1,0,0,3843,STATION3844,28.731336802999994,-96.82154810299997
2752,5592,28.57484,-96.68305,POINT (-10762707.894340606 3321643.185315858),0,0,0,4105,STATION4106,28.586848421000088,-96.68477529799968
2753,5593,28.58673,-96.68376,POINT (-10762786.931179073 3323150.443304738),1,1,1,4105,STATION4106,28.586848421000088,-96.68477529799968
3972,8135,28.57484,-96.68305,POINT (-10762707.894340606 3321643.185315858),0,0,0,4105,STATION4106,28.586848421000088,-96.68477529799968
4207,8536,28.57484,-96.68305,POINT (-10762707.894340606 3321643.185315858),0,0,0,4105,STATION4106,28.586848421000088,-96.68477529799968
7409,111411,28.58673,-96.68376,POINT (-10762786.931179073 3323150.443304738),0,0,0,4105,STATION4106,28.586848421000088,-96.68477529799968
2754,5596,28.43335,-96.45955,POINT (-10737827.988148311 3303719.988139483),1,0,0,5367,STATION5368,28.43116561300012,-96.46303526699973
2755,5598,28.41662514,-96.66779988,POINT (-10761010.258747673 3301602.958369882),1,0,0,3757,STATION3758,28.416690319999972,-96.66773702900039
3979,8144,28.415,-96.7083,POINT (-10765518.711483138 3301397.266267829),1,0,0,3757,STATION3758,28.416690319999972,-96.66773702900039
6894,80135,28.41662514,-96.66779988,POINT (-10761010.258747673 3301602.958369882),0,1,0,3757,STATION3758,28.416690319999972,-96.66773702900039
2757,5601,28.793952,-96.9398315,POINT (-10791292.68016574 3349446.7893878687),1,0,0,4970,STATION4971,28.813850000000084,-96.94209499999953
2758,5602,28.838894,-96.994573,POINT (-10797386.476071002 3355156.787452388),0,0,0,2494,STATION2495,28.8413700180001,-97.00997088799953
2759,5603,28.838894,-96.994573,POINT (-10797386.476071002 3355156.787452388),1,0,0,2494,STATION2495,28.8413700180001,-97.00997088799953
4001,8177,28.84129918,-97.00993567,POINT (-10799096.640672628 3355462.4413206256),1,0,0,2494,STATION2495,28.8413700180001,-97.00997088799953
4014,8194,28.84129918,-97.00993567,POINT (-10799096.640672628 3355462.4413206256),0,0,0,2494,STATION2495,28.8413700180001,-97.00997088799953
9264,708177,28.84129918,-97.00993567,POINT (-10799096.640672628 3355462.4413206256),0,0,0,2494,STATION2495,28.8413700180001,-97.00997088799953
2760,5604,28.86273,-96.98971,POINT (-10796845.129387274 3358186.214022045),1,0,0,883,STATION884,28.842922699999967,-96.9791505809998
4005,8182,28.84282112,-96.97920974,POINT (-10795676.245790876 3355655.8553800643),1,0,0,883,STATION884,28.842922699999967,-96.9791505809998
2761,5605,28.59831348,-97.04744479,POINT (-10803272.13681113 3324619.0086315284),0,0,0,3912,STATION3913,28.598479023000024,-97.04746288099965
2763,5607,28.59831348,-97.04744479,POINT (-10803272.13681113 3324619.0086315284),0,0,0,3912,STATION3913,28.598479023000024,-97.04746288099965
4000,8174,28.6177,-97.0164,POINT (-10799816.246596547 3327077.213485665),0,0,0,3912,STATION3913,28.598479023000024,-97.04746288099965
7273,110683,28.6177,-97.0164,POINT (-10799816.246596547 3327077.213485665),0,1,0,3912,STATION3913,28.598479023000024,-97.04746288099965
7277,110687,28.6177,-97.0164,POINT (-10799816.246596547 3327077.213485665),0,0,0,3912,STATION3913,28.598479023000024,-97.04746288099965
7279,110689,28.6177,-97.0164,POINT (-10799816.246596547 3327077.213485665),0,0,0,3912,STATION3913,28.598479023000024,-97.04746288099965
7403,111361,28.6177,-97.0164,POINT (-10799816.246596547 3327077.213485665),0,0,0,3912,STATION3913,28.598479023000024,-97.04746288099965
7404,111362,28.6177,-97.0164,POINT (-10799816.246596547 3327077.213485665),0,0,0,3912,STATION3913,28.598479023000024,-97.04746288099965
7405,111363,28.6177,-97.0164,POINT (-10799816.246596547 3327077.213485665),0,0,0,3912,STATION3913,28.598479023000024,-97.04746288099965
2762,5606,28.805073,-97.076824,POINT (-10806542.61550824 3350859.5120085333),1,0,0,2872,STATION2873,28.816395381999968,-97.0749877150001
2798,5680,28.81639541,-97.0749877,POINT (-10806338.199527295 3352297.975047395),0,1,1,2872,STATION2873,28.816395381999968,-97.0749877150001
2799,5681,28.81639541,-97.0749877,POINT (-10806338.199527295 3352297.975047395),1,0,0,2872,STATION2873,28.816395381999968,-97.0749877150001
2764,5608,28.5386,-97.03084,POINT (-10801423.7000436 3317050.2046718006),1,0,0,4087,STATION4088,28.51963128900014,-97.04327829399983
4240,8591,28.51958318,-97.04327812,POINT (-10802808.305228427 3314640.685396523),1,0,0,4087,STATION4088,28.51963128900014,-97.04327829399983
2769,5620,28.028552,-97.513029,POINT (-10855100.73398972 3252574.020756633),0,0,0,5229,STATION5230,28.030866764999995,-97.5126015140002
2770,5622,28.028552,-97.513029,POINT (-10855100.73398972 3252574.020756633),1,0,0,5229,STATION5230,28.030866764999995,-97.5126015140002
4133,8413,28.028552,-97.513029,POINT (-10855100.73398972 3252574.020756633),1,0,0,5229,STATION5230,28.030866764999995,-97.5126015140002
4287,8652,28.03666403,-97.51888094,POINT (-10855752.16897067 3253597.071894567),1,0,0,5229,STATION5230,28.030866764999995,-97.5126015140002
2771,5626,27.84931654,-97.646084,POINT (-10869912.348837217 3229989.301337283),1,0,0,260,STATION261,27.84516493500014,-97.61619317499976
2773,5632,27.82780349,-97.65297441,POINT (-10870679.385769773 3227281.0445866724),1,0,0,4113,STATION4114,27.842670354000123,-97.61502718700004
4153,8448,27.84365552,-97.6156125,POINT (-10866520.27697351 3229276.5890176427),0,0,0,4113,STATION4114,27.842670354000123,-97.61502718700004
4154,8452,27.84365552,-97.6156125,POINT (-10866520.27697351 3229276.5890176427),0,0,0,4113,STATION4114,27.842670354000123,-97.61502718700004
4155,8455,27.84365552,-97.6156125,POINT (-10866520.27697351 3229276.5890176427),0,0,0,4113,STATION4114,27.842670354000123,-97.61502718700004
4184,8499,27.84365552,-97.6156125,POINT (-10866520.27697351 3229276.5890176427),0,0,0,4113,STATION4114,27.842670354000123,-97.61502718700004
4186,8502,27.84365552,-97.6156125,POINT (-10866520.27697351 3229276.5890176427),0,0,0,4113,STATION4114,27.842670354000123,-97.61502718700004
6950,84521,27.84365552,-97.6156125,POINT (-10866520.27697351 3229276.5890176427),0,0,0,4113,STATION4114,27.842670354000123,-97.61502718700004
6951,84522,27.84365552,-97.6156125,POINT (-10866520.27697351 3229276.5890176427),0,0,0,4113,STATION4114,27.842670354000123,-97.61502718700004
2775,5636,27.81464202,-97.42864421,POINT (-10845707.062136222 3225624.424705735),0,0,0,4432,STATION4433,27.814285472999977,-97.42815723199968
2776,5638,27.81464202,-97.42864421,POINT (-10845707.062136222 3225624.424705735),1,0,0,4432,STATION4433,27.814285472999977,-97.42815723199968
2777,5639,27.81464202,-97.42864421,POINT (-10845707.062136222 3225624.424705735),0,0,0,4432,STATION4433,27.814285472999977,-97.42815723199968
8492,160261,27.81464202,-97.42864421,POINT (-10845707.062136222 3225624.424705735),0,0,0,4432,STATION4433,27.814285472999977,-97.42815723199968
8493,160262,27.81464202,-97.42864421,POINT (-10845707.062136222 3225624.424705735),0,0,0,4432,STATION4433,27.814285472999977,-97.42815723199968
8494,160263,27.81464202,-97.42864421,POINT (-10845707.062136222 3225624.424705735),0,0,0,4432,STATION4433,27.814285472999977,-97.42815723199968
8495,160264,27.81464202,-97.42864421,POINT (-10845707.062136222 3225624.424705735),0,1,1,4432,STATION4433,27.814285472999977,-97.42815723199968
2785,5652,27.657723,-97.890371,POINT (-10897106.253284635 3205888.6255181716),1,0,0,5407,STATION5408,27.62181109600003,-97.8792297139997
4191,8512,27.621274,-97.878836,POINT (-10895822.182958335 3201308.472464834),0,0,0,5407,STATION5408,27.62181109600003,-97.8792297139997
4192,8514,27.621274,-97.878836,POINT (-10895822.182958335 3201308.472464834),0,0,0,5407,STATION5408,27.62181109600003,-97.8792297139997
2786,5653,27.68737766,-98.0689912,POINT (-10916990.162994025 3209616.1336854775),1,0,0,3800,STATION3801,27.687412738999956,-98.06888625899961
2787,5654,27.73011,-98.25167,POINT (-10937325.873988753 3214989.250884815),1,0,0,3615,STATION3616,27.74371951199998,-98.25123443200012
4364,8890,27.73011,-98.25167,POINT (-10937325.873988753 3214989.250884815),1,0,0,3615,STATION3616,27.74371951199998,-98.25123443200012
2788,5658,27.91895358,-97.961413,POINT (-10905014.61254957 3238759.5275977985),0,0,0,4267,STATION4268,27.91895903300012,-97.96140831600022
2789,5660,27.91895358,-97.961413,POINT (-10905014.61254957 3238759.5275977985),0,0,0,4267,STATION4268,27.91895903300012,-97.96140831600022
2790,5662,27.91895358,-97.961413,POINT (-10905014.61254957 3238759.5275977985),1,0,0,4267,STATION4268,27.91895903300012,-97.96140831600022
3994,8166,27.91895358,-97.961413,POINT (-10905014.61254957 3238759.5275977985),1,0,0,4267,STATION4268,27.91895903300012,-97.96140831600022
2792,5668,28.18620109,-97.83542036,POINT (-10890989.17602107 3272469.834419532),1,0,0,5133,STATION5134,28.16038668500001,-97.86159338000006
2795,5674,28.405217,-97.725459,POINT (-10878748.333418934 3300159.109885611),1,0,0,4214,STATION4215,28.397121070000008,-97.7432081470001
4018,8198,28.405217,-97.725459,POINT (-10878748.333418934 3300159.109885611),0,0,0,4214,STATION4215,28.397121070000008,-97.7432081470001
7005,88690,28.39712107,-97.74320815,POINT (-10880724.159758948 3299134.558971839),0,1,1,4214,STATION4215,28.397121070000008,-97.7432081470001
8728,163321,28.39712107,-97.74320815,POINT (-10880724.159758948 3299134.558971839),0,0,0,4214,STATION4215,28.397121070000008,-97.7432081470001
8729,163322,28.39712107,-97.74320815,POINT (-10880724.159758948 3299134.558971839),0,0,0,4214,STATION4215,28.397121070000008,-97.7432081470001
8730,163323,28.39712107,-97.74320815,POINT (-10880724.159758948 3299134.558971839),0,0,0,4214,STATION4215,28.397121070000008,-97.7432081470001
9266,708198,28.405217,-97.725459,POINT (-10878748.333418934 3300159.109885611),0,0,0,4214,STATION4215,28.397121070000008,-97.7432081470001
2800,5683,28.38578874,-98.16444771,POINT (-10927616.33308013 3297700.5686923694),1,0,0,5481,STATION5482,28.403518007999967,-98.19398233599982
2801,5684,28.40354612,-98.19400576,POINT (-10930906.72015497 3299947.651346042),1,0,0,5481,STATION5482,28.403518007999967,-98.19398233599982
2802,5686,28.40354612,-98.19400576,POINT (-10930906.72015497 3299947.651346042),0,0,0,5481,STATION5482,28.403518007999967,-98.19398233599982
2803,5688,28.40354612,-98.19400576,POINT (-10930906.72015497 3299947.651346042),0,0,0,5481,STATION5482,28.403518007999967,-98.19398233599982
2809,5695,28.38485,-98.18828,POINT (-10930269.331467368 3297581.787635986),1,0,0,5481,STATION5482,28.403518007999967,-98.19398233599982
3995,8167,28.40354612,-98.19400576,POINT (-10930906.72015497 3299947.651346042),1,0,0,5481,STATION5482,28.403518007999967,-98.19398233599982
2804,5689,28.45489699,-98.2190339,POINT (-10933692.839955274 3306447.8955518208),1,0,0,4198,STATION4199,28.458557049000007,-98.1907049989998
2813,5699,28.45489699,-98.2190339,POINT (-10933692.839955274 3306447.8955518208),1,0,0,4198,STATION4199,28.458557049000007,-98.1907049989998
4125,8403,28.48095845,-98.15760041,POINT (-10926854.095130822 3309748.090136786),1,0,0,4198,STATION4199,28.458557049000007,-98.1907049989998
4126,8404,28.44025,-98.21693,POINT (-10933458.634878596 3304593.4863858595),1,0,0,4198,STATION4199,28.458557049000007,-98.1907049989998
2807,5692,28.7029527,-98.47587096,POINT (-10962283.810691316 3337892.622406004),0,0,0,556,STATION557,28.70400560800013,-98.4743068970001
2808,5693,28.7029527,-98.47587096,POINT (-10962283.810691316 3337892.622406004),0,0,0,556,STATION557,28.70400560800013,-98.4743068970001
2816,5702,28.7029527,-98.47587096,POINT (-10962283.810691316 3337892.622406004),0,0,0,556,STATION557,28.70400560800013,-98.4743068970001
2817,5704,28.7029527,-98.47587096,POINT (-10962283.810691316 3337892.622406004),0,0,0,556,STATION557,28.70400560800013,-98.4743068970001
2936,5901,28.7029527,-98.47587096,POINT (-10962283.810691316 3337892.622406004),0,1,1,556,STATION557,28.70400560800013,-98.4743068970001
2937,5902,28.7029527,-98.47587096,POINT (-10962283.810691316 3337892.622406004),0,0,0,556,STATION557,28.70400560800013,-98.4743068970001
2938,5908,28.7029527,-98.47587096,POINT (-10962283.810691316 3337892.622406004),0,0,0,556,STATION557,28.70400560800013,-98.4743068970001
2939,5909,28.7029527,-98.47587096,POINT (-10962283.810691316 3337892.622406004),0,0,0,556,STATION557,28.70400560800013,-98.4743068970001
6461,56920,28.7029527,-98.47587096,POINT (-10962283.810691316 3337892.622406004),0,0,0,556,STATION557,28.70400560800013,-98.4743068970001
8464,160131,28.7029527,-98.47587096,POINT (-10962283.810691316 3337892.622406004),0,0,0,556,STATION557,28.70400560800013,-98.4743068970001
2810,5696,28.46091,-98.29416,POINT (-10942055.83915256 3307209.2581434357),0,0,0,2323,STATION2324,28.453516681000004,-98.28025107000018
2811,5697,28.46091,-98.29416,POINT (-10942055.83915256 3307209.2581434357),1,0,0,2323,STATION2324,28.453516681000004,-98.28025107000018
2815,5701,28.44642,-98.5058,POINT (-10965615.496184047 3305374.6193014435),1,0,0,3810,STATION3811,28.45929697000002,-98.51891688999964
2820,5707,28.69522479,-98.54002255,POINT (-10969425.133023694 3336911.874211215),1,0,0,4282,STATION4283,28.695264137000017,-98.53998662699973
2821,5708,28.87921,-98.70316,POINT (-10987585.510887008 3360281.1389734307),1,0,0,4303,STATION4304,28.869143621000006,-98.69082355900011
2823,5710,29.03824921,-98.60995415,POINT (-10977209.883126052 3380515.2036055513),1,0,0,3743,STATION3744,29.03824921000007,-98.60995415200006
2824,5712,29.13079324,-98.59059508,POINT (-10975054.841311423 3392303.6392810214),0,0,0,3352,STATION3353,29.130793239000052,-98.59059508399999
2825,5713,29.13079324,-98.59059508,POINT (-10975054.841311423 3392303.6392810214),1,0,0,3352,STATION3353,29.130793239000052,-98.59059508399999
2826,5714,28.990375,-98.43802298,POINT (-10958070.592830162 3374421.0451174118),1,0,0,4075,STATION4076,28.990374998000078,-98.43802297500031
4020,8200,28.990375,-98.43802298,POINT (-10958070.592830162 3374421.0451174118),0,0,0,4075,STATION4076,28.990374998000078,-98.43802297500031
4021,8203,28.990375,-98.43802298,POINT (-10958070.592830162 3374421.0451174118),1,0,0,4075,STATION4076,28.990374998000078,-98.43802297500031
4024,8207,28.990375,-98.43802298,POINT (-10958070.592830162 3374421.0451174118),0,0,0,4075,STATION4076,28.990374998000078,-98.43802297500031
2827,5715,28.83519678,-98.18306484,POINT (-10929688.782511761 3354686.952987481),0,0,0,3328,STATION3329,28.8378985780001,-98.18445069900041
2829,5717,28.83519678,-98.18306484,POINT (-10929688.782511761 3354686.952987481),0,0,0,3328,STATION3329,28.8378985780001,-98.18445069900041
2828,5716,28.816861,-98.187447,POINT (-10930176.602331538 3352357.129582741),1,0,0,5270,STATION5271,28.824521756,-98.170648118
2830,5718,29.16432873,-98.6817367,POINT (-10985200.680039896 3396578.0720845913),1,0,0,3450,STATION3451,29.164328730000065,-98.68173670000003
2833,5722,28.8417881,-97.83792793,POINT (-10891268.317436598 3355524.5748689095),1,0,0,3268,STATION3269,28.841788099000034,-97.83792792799946
4007,8184,28.8417881,-97.83792793,POINT (-10891268.317436598 3355524.5748689095),1,0,0,3268,STATION3269,28.841788099000034,-97.83792792799946
4008,8186,28.8417881,-97.83792793,POINT (-10891268.317436598 3355524.5748689095),1,0,0,3268,STATION3269,28.841788099000034,-97.83792792799946
4009,8188,28.8417881,-97.83792793,POINT (-10891268.317436598 3355524.5748689095),1,0,0,3268,STATION3269,28.841788099000034,-97.83792792799946
2835,5725,28.73986134,-98.02372092,POINT (-10911950.69847636 3342577.693365138),0,0,0,4067,STATION4068,28.739861330999968,-98.02372093700008
2836,5727,28.73986133,-98.02372094,POINT (-10911950.70070275 3342577.6920955447),1,0,0,4067,STATION4068,28.739861330999968,-98.02372093700008
4306,8689,28.73986134,-98.02372092,POINT (-10911950.69847636 3342577.693365138),0,1,1,4067,STATION4068,28.739861330999968,-98.02372093700008
2837,5728,28.81553168,-97.7408073,POINT (-10880456.898359478 3352188.236391601),1,0,0,4260,STATION4261,28.815504072000103,-97.7406004559998
2838,5729,28.81553168,-97.7408073,POINT (-10880456.898359478 3352188.236391601),0,0,0,4260,STATION4261,28.815504072000103,-97.7406004559998
2839,5730,28.87161254,-97.16446986,POINT (-10816299.308013577 3359315.314412095),1,0,0,2080,STATION2081,28.87161220700009,-97.16448446100033
2843,5742,26.64098289,-97.76560086,POINT (-10883216.90483363 3078688.4645609306),1,0,0,5355,STATION5356,26.640978317000105,-97.76560939500015
2845,5745,26.46710905,-97.71543031,POINT (-10877631.94475481 3057050.370014378),1,0,0,2129,STATION2130,26.46709788400009,-97.71543884100012
2846,5752,26.27068529,-98.17911479,POINT (-10929249.064957153 3032645.2851652536),1,0,0,2650,STATION2651,26.270685285000123,-98.1791147850004
2854,5762,26.268268,-98.183237,POINT (-10929707.947275298 3032345.201762199),1,0,0,2650,STATION2651,26.270685285000123,-98.1791147850004
4113,8372,26.268268,-98.183237,POINT (-10929707.947275298 3032345.201762199),1,0,0,2650,STATION2651,26.270685285000123,-98.1791147850004
6931,80372,26.268268,-98.183237,POINT (-10929707.947275298 3032345.201762199),0,0,0,2650,STATION2651,26.270685285000123,-98.1791147850004
6932,80373,26.268268,-98.183237,POINT (-10929707.947275298 3032345.201762199),0,0,0,2650,STATION2651,26.270685285000123,-98.1791147850004
6933,80375,26.268268,-98.183237,POINT (-10929707.947275298 3032345.201762199),0,0,0,2650,STATION2651,26.270685285000123,-98.1791147850004
6934,80376,26.268268,-98.183237,POINT (-10929707.947275298 3032345.201762199),0,0,0,2650,STATION2651,26.270685285000123,-98.1791147850004
9277,708372,26.268268,-98.183237,POINT (-10929707.947275298 3032345.201762199),0,0,0,2650,STATION2651,26.270685285000123,-98.1791147850004
2847,5753,26.211316,-98.133738,POINT (-10924197.74380052 3025276.962467696),1,0,0,2349,STATION2350,26.21466183099996,-98.14544872299999
2848,5754,26.322616,-98.064539,POINT (-10916494.546357118 3039093.4959677984),1,0,0,3308,STATION3309,26.304251605000037,-98.08379590699991
3943,8059,26.30927872,-98.06811788,POINT (-10916892.945456328 3037437.1367687485),0,0,0,3308,STATION3309,26.304251605000037,-98.08379590699991
2849,5755,26.184645,-98.007935,POINT (-10910193.417900255 3021968.0485711875),1,0,0,4949,STATION4950,26.189522640000096,-98.00815684699974
2850,5756,26.12259803,-97.54726304,POINT (-10858911.649890317 3014273.1748240036),1,0,0,3265,STATION3266,26.122602234000002,-97.54723991699974
4275,8640,26.1454,-97.5653,POINT (-10860919.515092973 3017100.5292752073),0,1,1,3265,STATION3266,26.122602234000002,-97.54723991699974
2851,5759,26.2503474,-98.13574283,POINT (-10924420.920455247 3030120.725712364),1,0,0,1725,STATION1726,26.250347401999967,-98.13574283100029
6947,80598,26.24927872,-98.12811788,POINT (-10923572.114903923 3029988.081785861),0,0,0,1725,STATION1726,26.250347401999967,-98.13574283100029
2853,5761,26.19548719,-97.46618567,POINT (-10849886.158347057 3023313.0838160296),0,1,1,4110,STATION4111,26.195586391000084,-97.46617710999985
2855,5763,26.214357,-97.739515,POINT (-10880313.040181525 3025654.28957287),1,0,0,3758,STATION3759,26.219096347000104,-97.73433206999994
4274,8638,26.22739872,-97.77012346,POINT (-10883720.35836269 3027272.6172862826),1,0,0,3758,STATION3759,26.219096347000104,-97.73433206999994
2857,5765,26.230336,-97.919057,POINT (-10900299.56419753 3027637.1250458476),1,0,0,3872,STATION3873,26.230545742000125,-97.91184696200028
4106,8358,26.23057504,-97.91184911,POINT (-10899497.185553037 3027666.789607894),1,0,0,3872,STATION3873,26.230545742000125,-97.91184696200028
2858,5766,25.95385572,-97.44552739,POINT (-10847586.489136793 2993366.898388981),1,0,0,1877,STATION1878,25.953874948000117,-97.44549895799972
4379,8914,25.960898,-97.438599,POINT (-10846815.224289976 2994238.7988077393),1,0,0,1877,STATION1878,25.953874948000117,-97.44549895799972
2859,5767,25.961369,-97.421253,POINT (-10844884.276402675 2994297.114893701),1,0,0,3079,STATION3080,25.95328340100009,-97.41247122800024
6509,59450,25.95325204,-97.41260199,POINT (-10843921.250374628 2993292.1595616047),1,0,0,3079,STATION3080,25.95328340100009,-97.41247122800024
2860,5768,26.22965294,-98.00875414,POINT (-10910284.604147943 3027552.358498767),1,0,0,2043,STATION2044,26.22965293800007,-98.00875414399981
4103,8354,26.22965294,-98.00875414,POINT (-10910284.604147943 3027552.358498767),0,0,0,2043,STATION2044,26.22965293800007,-98.00875414399981
2861,5769,26.2340441,-98.08043741,POINT (-10918264.34926274 3028097.3024362708),1,0,0,5063,STATION5064,26.234076142999992,-98.08051124100031
6992,88574,26.23270314,-98.07038319,POINT (-10917145.118612017 3027930.8868178194),0,1,1,5063,STATION5064,26.234076142999992,-98.08051124100031
2863,5771,26.31758962,-98.23408373,POINT (-10935368.179367399 3038469.246541111),1,0,0,2752,STATION2753,26.317600900000073,-98.23408904599988
4115,8374,26.31758962,-98.23408373,POINT (-10935368.179367399 3038469.246541111),1,0,0,2752,STATION2753,26.317600900000073,-98.23408904599988
9279,708374,26.31758962,-98.23408373,POINT (-10935368.179367399 3038469.246541111),0,0,0,2752,STATION2753,26.317600900000073,-98.23408904599988
2864,5772,26.286944,-98.313056,POINT (-10944159.33225059 3034663.810710883),1,0,0,1096,STATION1097,26.269138009000127,-98.29281853399978
2865,5774,26.25544,-98.34338,POINT (-10947534.984489404 3030752.8329593865),1,0,0,1548,STATION1549,26.261150841000134,-98.33386294500042
6884,80107,26.25544,-98.34338,POINT (-10947534.984489404 3030752.8329593865),0,0,0,1548,STATION1549,26.261150841000134,-98.33386294500042
6887,80118,26.25544,-98.34338,POINT (-10947534.984489404 3030752.8329593865),1,0,0,1548,STATION1549,26.261150841000134,-98.33386294500042
