,NODE_ID,LATITUDE,LONGITUDE,geometry,demand_21,LMP_21,gen_21
0,1,30.55697639,-96.14110793,POINT (-96.14110793 30.55697639),1,0,0
1,2,30.659554,-96.114919,POINT (-96.114919 30.659554),0,0,0
2,4,30.688658,-96.072096,POINT (-96.072096 30.688658),1,1,1
3,5,30.58656197,-95.90139229,POINT (-95.90139229 30.58656197),0,0,0
4,6,30.4404773,-96.13112098,POINT (-96.13112098 30.4404773),1,0,0
5,7,30.59747701,-95.72722563,POINT (-95.72722563 30.59747701),1,0,0
6,8,30.58450737,-95.9341766,POINT (-95.9341766 30.58450737),1,0,0
7,9,30.77288,-95.98298,POINT (-95.98298 30.77288),1,0,0
8,13,30.659554,-96.114919,POINT (-96.114919 30.659554),1,0,0
9,17,30.625885,-96.10423,POINT (-96.10423 30.625885),0,0,0
10,21,30.625885,-96.10423,POINT (-96.10423 30.625885),1,0,0
11,25,30.91975578,-96.07381578,POINT (-96.07381578 30.91975578),1,0,0
12,26,31.05399667,-96.64370824,POINT (-96.64370824 31.05399667),0,0,0
13,27,30.99399667,-96.70370824,POINT (-96.70370824 30.99399667),1,0,0
14,31,30.84346,-96.64333,POINT (-96.64333 30.84346),1,0,0
15,32,30.94513563,-96.56931779,POINT (-96.56931779 30.94513563),0,0,0
16,33,31.124757,-96.267727,POINT (-96.267727 31.124757),0,0,0
17,34,31.09650109,-96.67275373,POINT (-96.67275373 31.09650109),1,0,0
18,35,30.789151,-96.527197,POINT (-96.527197 30.789151),0,0,0
19,36,30.789151,-96.527197,POINT (-96.527197 30.789151),0,0,0
20,37,31.10479607,-96.29460735,POINT (-96.29460735 31.10479607),1,0,0
21,38,30.76516,-96.48053,POINT (-96.48053 30.76516),1,0,0
22,39,31.10479607,-96.29460735,POINT (-96.29460735 31.10479607),0,1,1
23,41,31.24803802,-96.20026512,POINT (-96.20026512 31.24803802),1,0,0
24,43,31.08004156,-96.22217901,POINT (-96.22217901 31.08004156),0,0,0
25,45,31.392221,-96.35141,POINT (-96.35141 31.392221),1,0,0
26,46,31.383928,-96.257998,POINT (-96.257998 31.383928),1,0,0
27,47,31.08004156,-96.22217901,POINT (-96.22217901 31.08004156),0,0,0
28,48,31.08004156,-96.22217901,POINT (-96.22217901 31.08004156),1,0,0
29,53,30.94933,-96.58139,POINT (-96.58139 30.94933),1,0,0
30,57,31.07054349,-96.24828085,POINT (-96.24828085 31.07054349),1,0,0
31,61,30.872329,-96.749994,POINT (-96.749994 30.872329),1,0,0
32,64,30.79024,-96.819231,POINT (-96.819231 30.79024),1,0,0
33,65,30.916451,-96.926994,POINT (-96.926994 30.916451),1,0,0
34,69,31.076079,-97.115848,POINT (-97.115848 31.076079),1,0,0
35,73,31.00848922,-96.8020557,POINT (-96.8020557 31.00848922),0,0,0
36,75,30.74516,-96.953865,POINT (-96.953865 30.74516),1,0,0
37,77,31.00848922,-96.8020557,POINT (-96.8020557 31.00848922),1,0,0
38,78,30.94848922,-96.8620557,POINT (-96.8620557 30.94848922),1,0,0
39,81,32.72739688,-96.70054891,POINT (-96.70054891 32.72739688),1,0,0
40,85,31.304194,-96.516632,POINT (-96.516632 31.304194),0,0,0
41,86,31.379812,-96.220514,POINT (-96.220514 31.379812),0,0,0
42,89,31.304194,-96.516632,POINT (-96.516632 31.304194),1,0,0
43,91,31.35473,-96.941359,POINT (-96.941359 31.35473),0,0,0
44,92,31.35473,-96.941359,POINT (-96.941359 31.35473),1,0,0
45,93,31.14769,-96.52134,POINT (-96.52134 31.14769),1,0,0
46,95,31.52427623,-97.00568308,POINT (-97.00568308 31.52427623),1,0,0
47,99,31.503133,-96.686782,POINT (-96.686782 31.503133),1,0,0
48,103,31.438558,-96.675396,POINT (-96.675396 31.438558),1,0,0
49,104,31.67635,-95.860739,POINT (-95.860739 31.67635),1,0,0
50,107,31.652228,-96.774643,POINT (-96.774643 31.652228),1,0,0
51,110,30.850508,-97.193858,POINT (-97.193858 30.850508),1,0,0
52,114,30.824327,-97.462219,POINT (-97.462219 30.824327),0,0,0
53,115,30.98737081,-97.7666801,POINT (-97.7666801 30.98737081),1,0,0
54,116,30.611843,-97.139356,POINT (-97.139356 30.611843),1,0,0
55,117,30.92927284,-97.68633532,POINT (-97.68633532 30.92927284),1,0,0
56,118,30.824327,-97.462219,POINT (-97.462219 30.824327),1,0,0
57,120,30.685543,-96.962784,POINT (-96.962784 30.685543),1,0,0
58,121,30.80232532,-97.60764767,POINT (-97.60764767 30.80232532),1,0,0
59,122,30.801768,-97.544563,POINT (-97.544563 30.801768),1,0,0
60,125,30.971111,-97.512697,POINT (-97.512697 30.971111),1,0,0
61,126,31.063779,-97.438882,POINT (-97.438882 31.063779),0,0,0
62,127,30.62004738,-97.21109286,POINT (-97.21109286 30.62004738),1,0,0
63,128,31.05591243,-97.7570313,POINT (-97.7570313 31.05591243),0,0,0
64,130,31.082642,-97.288167,POINT (-97.288167 31.082642),0,0,0
65,131,31.082642,-97.288167,POINT (-97.288167 31.082642),0,0,0
66,132,31.00456529,-97.25960297,POINT (-97.25960297 31.00456529),0,0,0
67,133,31.00456529,-97.25960297,POINT (-97.25960297 31.00456529),0,0,0
68,136,31.00632,-97.67626,POINT (-97.67626 31.00632),1,0,0
69,137,31.30475797,-97.39696229,POINT (-97.39696229 31.30475797),1,0,0
70,139,31.14143939,-97.43411619,POINT (-97.43411619 31.14143939),0,0,0
71,140,32.10826043,-96.48063935,POINT (-96.48063935 32.10826043),1,0,0
72,141,31.23133,-97.381044,POINT (-97.381044 31.23133),1,0,0
73,142,31.328402,-97.568592,POINT (-97.568592 31.328402),0,0,0
74,145,31.328402,-97.568592,POINT (-97.568592 31.328402),1,0,0
75,146,31.38042492,-97.2786375,POINT (-97.2786375 31.38042492),1,0,0
76,147,31.35243,-97.23081,POINT (-97.23081 31.35243),1,0,0
77,149,31.41985032,-97.64538307,POINT (-97.64538307 31.41985032),0,0,0
78,152,,,POINT EMPTY,1,0,0
79,153,31.43747542,-97.58378856,POINT (-97.58378856 31.43747542),1,0,0
80,157,31.378522,-97.621476,POINT (-97.621476 31.378522),1,0,0
81,158,31.53549679,-97.79756623,POINT (-97.79756623 31.53549679),0,0,0
82,161,31.444294,-97.427212,POINT (-97.427212 31.444294),1,0,0
83,165,31.49947,-97.308884,POINT (-97.308884 31.49947),0,0,0
84,169,31.49947,-97.308884,POINT (-97.308884 31.49947),1,0,0
85,170,31.42790893,-97.31751033,POINT (-97.31751033 31.42790893),1,0,0
86,173,31.537607,-97.40705,POINT (-97.40705 31.537607),1,0,0
87,175,31.65104,-97.30854,POINT (-97.30854 31.65104),1,0,0
88,177,31.660002,-97.38065,POINT (-97.38065 31.660002),1,0,0
89,178,,,POINT EMPTY,0,0,0
90,181,31.81915,-97.396532,POINT (-97.396532 31.81915),1,0,0
91,185,32.03968249,-96.82119622,POINT (-96.82119622 32.03968249),1,0,0
92,186,31.99727,-96.37489,POINT (-96.37489 31.99727),0,0,0
93,190,31.999995,-96.644092,POINT (-96.644092 31.999995),1,0,0
94,192,32.310334,-96.548469,POINT (-96.548469 32.310334),1,0,0
95,193,32.10532,-96.65082,POINT (-96.65082 32.10532),1,0,0
96,194,32.01756,-96.647881,POINT (-96.647881 32.01756),1,0,0
97,195,31.890178,-96.113556,POINT (-96.113556 31.890178),1,0,0
98,196,31.758876,-96.182943,POINT (-96.182943 31.758876),1,0,0
99,197,31.17940632,-96.49313092,POINT (-96.49313092 31.17940632),1,0,0
100,198,32.053609,-96.796052,POINT (-96.796052 32.053609),1,0,0
101,200,32.113592,-96.482099,POINT (-96.482099 32.113592),1,0,0
102,201,32.46291189,-96.7997398,POINT (-96.7997398 32.46291189),1,0,0
103,202,32.313782,-96.70267,POINT (-96.70267 32.313782),0,0,0
104,203,32.445096,-96.845555,POINT (-96.845555 32.445096),1,0,0
105,204,32.62127927,-97.32717508,POINT (-97.32717508 32.62127927),1,0,0
106,205,32.63439915,-97.35382063,POINT (-97.35382063 32.63439915),0,0,0
107,208,32.05594123,-96.25173788,POINT (-96.25173788 32.05594123),1,0,0
108,209,31.646454,-96.320049,POINT (-96.320049 31.646454),1,0,0
109,210,32.313782,-96.70267,POINT (-96.70267 32.313782),1,0,0
110,211,32.081293,-96.198524,POINT (-96.198524 32.081293),1,0,0
111,212,31.95460761,-96.07697107,POINT (-96.07697107 31.95460761),1,0,0
112,213,31.94269823,-96.53928912,POINT (-96.53928912 31.94269823),1,0,0
113,214,32.457529,-96.73778,POINT (-96.73778 32.457529),0,0,0
114,216,32.366066,-96.661523,POINT (-96.661523 32.366066),1,0,0
115,217,32.531334,-96.851011,POINT (-96.851011 32.531334),1,0,0
116,218,32.457529,-96.73778,POINT (-96.73778 32.457529),1,0,0
117,220,32.61495686,-96.92458175,POINT (-96.92458175 32.61495686),1,0,0
118,221,32.49447,-96.741363,POINT (-96.741363 32.49447),1,0,0
119,222,32.49447,-96.741363,POINT (-96.741363 32.49447),0,0,0
120,223,32.52281893,-97.08843638,POINT (-97.08843638 32.52281893),1,0,0
121,224,32.156421,-97.154375,POINT (-97.154375 32.156421),1,0,0
122,225,32.17705,-96.842732,POINT (-96.842732 32.17705),1,0,0
123,228,31.972234,-97.260529,POINT (-97.260529 31.972234),1,0,0
124,230,32.5980292,-96.60715442,POINT (-96.60715442 32.5980292),0,0,0
125,232,31.978215,-97.366542,POINT (-97.366542 31.978215),0,0,0
126,234,31.976567,-97.130393,POINT (-97.130393 31.976567),1,0,0
127,236,31.978215,-97.366542,POINT (-97.366542 31.978215),1,0,0
128,237,32.03467,-97.27709,POINT (-97.27709 32.03467),1,0,0
129,240,31.8667,-97.3712,POINT (-97.3712 31.8667),0,0,0
130,241,31.86063144,-97.36531941,POINT (-97.36531941 31.86063144),0,0,0
131,242,31.8667,-97.3712,POINT (-97.3712 31.8667),0,1,1
132,243,31.864442,-97.418497,POINT (-97.418497 31.864442),0,0,0
133,246,31.68586881,-97.37505246,POINT (-97.37505246 31.68586881),0,1,0
134,249,31.74611579,-97.17731819,POINT (-97.17731819 31.74611579),1,0,0
135,250,31.40547,-97.695638,POINT (-97.695638 31.40547),0,0,0
136,252,31.8605863,-97.36521575,POINT (-97.36521575 31.8605863),0,1,1
137,254,31.40547,-97.695638,POINT (-97.695638 31.40547),1,0,0
138,258,31.6763119,-98.06922962,POINT (-98.06922962 31.6763119),1,0,0
139,260,31.090794,-98.053504,POINT (-98.053504 31.090794),1,0,0
140,262,31.65388,-98.42546,POINT (-98.42546 31.65388),1,0,0
141,265,31.7426775,-98.3746368,POINT (-98.3746368 31.7426775),0,0,0
142,268,31.7426775,-98.3746368,POINT (-98.3746368 31.7426775),1,0,0
143,269,31.7426775,-98.3746368,POINT (-98.3746368 31.7426775),1,0,0
144,271,32.800161,-98.882244,POINT (-98.882244 32.800161),1,0,0
145,273,31.817127,-98.340893,POINT (-98.340893 31.817127),1,0,0
146,274,32.22481,-98.65949,POINT (-98.65949 32.22481),1,0,0
147,277,31.89635,-98.50395,POINT (-98.50395 31.89635),1,0,0
148,279,32.39252328,-98.74041955,POINT (-98.74041955 32.39252328),1,0,0
149,280,32.61495686,-96.92458175,POINT (-96.92458175 32.61495686),1,0,0
150,281,32.020569,-98.551064,POINT (-98.551064 32.020569),1,0,0
151,283,31.699351,-98.813573,POINT (-98.813573 31.699351),1,0,0
152,285,32.08321,-98.86018,POINT (-98.86018 32.08321),1,0,0
153,286,31.964581,-98.227505,POINT (-98.227505 31.964581),0,0,0
154,288,31.90471767,-97.61657696,POINT (-97.61657696 31.90471767),1,0,0
155,289,32.24261,-98.98332,POINT (-98.98332 32.24261),1,0,0
156,290,31.87599949,-98.54060894,POINT (-98.54060894 31.87599949),1,0,0
157,291,32.118019,-98.518587,POINT (-98.518587 32.118019),1,0,0
158,292,31.89021,-98.96199,POINT (-98.96199 31.89021),1,0,0
159,294,32.07976,-98.43211,POINT (-98.43211 32.07976),1,0,0
160,295,32.21925,-98.27102,POINT (-98.27102 32.21925),0,0,0
161,297,31.964581,-98.227505,POINT (-98.227505 31.964581),0,0,0
162,298,31.964581,-98.227505,POINT (-98.227505 31.964581),1,0,0
163,299,32.21925,-98.27102,POINT (-98.27102 32.21925),1,0,0
164,300,32.119171,-97.93637,POINT (-97.93637 32.119171),1,0,0
165,301,32.256985,-98.454899,POINT (-98.454899 32.256985),1,0,0
166,302,32.187774,-98.160914,POINT (-98.160914 32.187774),1,0,0
167,303,32.25104,-98.23846,POINT (-98.23846 32.25104),1,0,0
168,304,32.288622,-98.162588,POINT (-98.162588 32.288622),1,0,0
169,305,32.288622,-98.162588,POINT (-98.162588 32.288622),1,0,0
170,306,32.426706,-97.873645,POINT (-97.873645 32.426706),0,0,0
171,307,32.410186,-97.870273,POINT (-97.870273 32.410186),0,0,0
172,308,32.426706,-97.873645,POINT (-97.873645 32.426706),0,0,0
173,309,32.366706,-97.933645,POINT (-97.933645 32.366706),0,0,0
174,310,32.366706,-97.933645,POINT (-97.933645 32.366706),1,0,0
175,311,32.322733,-97.843465,POINT (-97.843465 32.322733),1,0,0
176,315,32.1398165,-97.752611,POINT (-97.752611 32.1398165),1,0,0
177,319,31.9569,-97.661757,POINT (-97.661757 31.9569),1,0,0
178,320,32.3742,-98.3817,POINT (-98.3817 32.3742),0,1,1
179,323,31.80335,-97.81008,POINT (-97.81008 31.80335),1,0,0
180,325,32.740161,-98.942244,POINT (-98.942244 32.740161),1,0,0
181,327,31.91405059,-97.52372821,POINT (-97.52372821 31.91405059),1,0,0
182,331,32.6581,-98.3103,POINT (-98.3103 32.6581),1,1,1
183,343,33.05258139,-98.43187129,POINT (-98.43187129 33.05258139),1,0,0
184,350,32.34464312,-97.64664671,POINT (-97.64664671 32.34464312),1,0,0
185,352,32.376735,-97.796303,POINT (-97.796303 32.376735),1,0,0
186,356,32.32103,-97.58791,POINT (-97.58791 32.32103),0,0,0
187,357,32.32103,-97.58791,POINT (-97.58791 32.32103),0,0,0
188,363,32.375098,-97.722402,POINT (-97.722402 32.375098),1,0,0
189,370,32.3994,-97.4078,POINT (-97.4078 32.3994),1,1,1
190,373,32.43464452,-97.73136511,POINT (-97.73136511 32.43464452),1,0,0
191,377,32.43464,-97.69157,POINT (-97.69157 32.43464),1,0,0
192,381,32.366706,-97.933645,POINT (-97.933645 32.366706),1,0,0
193,384,32.296454,-97.638684,POINT (-97.638684 32.296454),1,0,0
194,385,32.3815295,-97.5703855,POINT (-97.5703855 32.3815295),1,0,0
195,387,32.201455,-97.568899,POINT (-97.568899 32.201455),1,0,0
196,388,32.328419,-97.449201,POINT (-97.449201 32.328419),0,0,0
197,391,32.313781,-97.523058,POINT (-97.523058 32.313781),1,0,0
198,393,32.388419,-97.389201,POINT (-97.389201 32.388419),0,0,0
199,394,32.388419,-97.389201,POINT (-97.389201 32.388419),0,0,0
200,395,32.4408145,-97.7088325,POINT (-97.7088325 32.4408145),1,0,0
201,396,32.46186659,-97.38387931,POINT (-97.38387931 32.46186659),0,0,0
202,398,32.459677,-97.416045,POINT (-97.416045 32.459677),1,0,0
203,399,32.520652,-97.317951,POINT (-97.317951 32.520652),1,0,0
204,404,32.430681,-97.252291,POINT (-97.252291 32.430681),1,0,0
205,405,32.463876,-97.305257,POINT (-97.305257 32.463876),1,0,0
206,412,32.4885615,-97.290448,POINT (-97.290448 32.4885615),1,0,0
207,415,32.383505,-97.31199,POINT (-97.31199 32.383505),1,0,0
208,419,32.490681,-97.192291,POINT (-97.192291 32.490681),1,0,0
209,420,,,POINT EMPTY,0,0,0
210,428,32.523427,-97.235436,POINT (-97.235436 32.523427),1,0,0
211,429,32.53555,-97.258199,POINT (-97.258199 32.53555),1,0,0
212,430,32.513247,-97.275639,POINT (-97.275639 32.513247),1,0,0
213,432,32.342393,-97.215418,POINT (-97.215418 32.342393),1,0,0
214,433,32.328419,-97.449201,POINT (-97.449201 32.328419),1,0,0
215,435,32.39629551,-97.22349663,POINT (-97.22349663 32.39629551),1,0,0
216,436,32.33663538,-97.2401707,POINT (-97.2401707 32.33663538),0,0,0
217,439,32.43154775,-97.20151342,POINT (-97.20151342 32.43154775),1,0,0
218,440,32.33629551,-97.28349663,POINT (-97.28349663 32.33629551),1,0,0
219,441,32.44399131,-97.07276818,POINT (-97.07276818 32.44399131),0,0,0
220,442,32.43049359,-97.09911565,POINT (-97.09911565 32.43049359),1,0,0
221,443,32.27734519,-97.27829135,POINT (-97.27829135 32.27734519),0,0,0
222,444,32.218055,-97.316412,POINT (-97.316412 32.218055),1,0,0
223,445,32.00622179,-97.36068818,POINT (-97.36068818 32.00622179),1,0,0
224,447,32.21734519,-97.33829135,POINT (-97.33829135 32.21734519),1,0,0
225,455,32.315098,-97.782402,POINT (-97.782402 32.315098),1,0,0
226,467,32.446989,-97.726095,POINT (-97.726095 32.446989),1,0,0
227,470,32.446989,-97.726095,POINT (-97.726095 32.446989),1,0,0
228,471,32.386989,-97.786095,POINT (-97.786095 32.386989),1,0,0
229,473,32.366706,-97.933645,POINT (-97.933645 32.366706),1,0,0
230,475,32.386989,-97.786095,POINT (-97.786095 32.386989),0,0,0
231,477,32.70405,-97.92644,POINT (-97.92644 32.70405),0,0,0
232,478,32.70405,-97.92644,POINT (-97.92644 32.70405),0,0,0
233,480,32.672376,-97.932067,POINT (-97.932067 32.672376),1,0,0
234,482,32.650041,-98.009152,POINT (-98.009152 32.650041),1,0,0
235,484,32.64405,-97.98644,POINT (-97.98644 32.64405),1,0,0
236,485,32.672637,-97.556778,POINT (-97.556778 32.672637),1,0,0
237,487,32.732376,-97.872067,POINT (-97.872067 32.732376),1,0,0
238,489,32.732376,-97.872067,POINT (-97.872067 32.732376),0,0,0
239,491,32.732376,-97.872067,POINT (-97.872067 32.732376),1,0,0
240,494,32.732376,-97.872067,POINT (-97.872067 32.732376),1,0,0
241,495,32.601711,-97.882995,POINT (-97.882995 32.601711),1,0,0
242,496,32.661711,-97.822995,POINT (-97.822995 32.661711),0,0,0
243,498,32.672376,-97.932067,POINT (-97.932067 32.672376),0,0,0
244,499,32.541711,-97.942995,POINT (-97.942995 32.541711),1,0,0
245,501,32.781711,-97.702995,POINT (-97.702995 32.781711),0,0,0
246,505,32.783888,-97.7520395,POINT (-97.7520395 32.783888),1,0,0
247,506,32.781711,-97.702995,POINT (-97.702995 32.781711),0,0,0
248,511,32.960009,-97.717935,POINT (-97.717935 32.960009),0,0,0
249,512,32.786065,-97.801084,POINT (-97.801084 32.786065),1,0,0
250,514,32.366706,-97.933645,POINT (-97.933645 32.366706),1,0,0
251,515,32.77734309,-97.8523784,POINT (-97.8523784 32.77734309),1,0,0
252,516,32.91894499,-97.80665676,POINT (-97.80665676 32.91894499),1,0,0
253,518,32.862601,-98.115256,POINT (-98.115256 32.862601),1,0,0
254,519,32.922601,-98.055256,POINT (-98.055256 32.922601),1,0,0
255,520,32.6468603,-97.5825547,POINT (-97.5825547 32.6468603),0,0,0
256,521,32.672637,-97.556778,POINT (-97.556778 32.672637),0,0,0
257,522,32.721711,-97.762995,POINT (-97.762995 32.721711),1,0,0
258,525,32.721711,-97.762995,POINT (-97.762995 32.721711),1,0,0
259,526,32.788222,-97.656844,POINT (-97.656844 32.788222),1,0,0
260,527,32.672637,-97.556778,POINT (-97.556778 32.672637),1,0,0
261,528,32.721711,-97.762995,POINT (-97.762995 32.721711),0,0,0
262,529,32.612637,-97.616778,POINT (-97.616778 32.612637),0,0,0
263,530,32.938611,-97.64385,POINT (-97.64385 32.938611),1,0,0
264,531,32.8705115,-97.59769934,POINT (-97.59769934 32.8705115),1,0,0
265,532,32.960009,-97.717935,POINT (-97.717935 32.960009),1,0,0
266,533,32.8705115,-97.59769934,POINT (-97.59769934 32.8705115),0,0,0
267,534,32.95560347,-97.68904467,POINT (-97.68904467 32.95560347),0,0,0
268,537,32.93511697,-97.54844921,POINT (-97.54844921 32.93511697),1,0,0
269,541,32.950134,-97.631544,POINT (-97.631544 32.950134),0,0,0
270,543,,,POINT EMPTY,0,0,0
271,545,32.992083,-97.550875,POINT (-97.550875 32.992083),1,0,0
272,548,33.02782,-97.54775,POINT (-97.54775 33.02782),1,0,0
273,550,32.713721,-97.115456,POINT (-97.115456 32.713721),1,0,0
274,555,32.970531,-97.142797,POINT (-97.142797 32.970531),1,0,0
275,556,32.986124,-97.166288,POINT (-97.166288 32.986124),1,0,0
276,559,32.761634,-97.335488,POINT (-97.335488 32.761634),1,0,0
277,562,33.19,-98.1778,POINT (-98.1778 33.19),1,1,1
278,564,32.87613437,-97.30916015,POINT (-97.30916015 32.87613437),1,0,0
279,565,32.94175,-97.256084,POINT (-97.256084 32.94175),1,0,0
280,566,32.71389611,-97.0705468,POINT (-97.0705468 32.71389611),1,0,0
281,568,32.94101495,-97.45447895,POINT (-97.45447895 32.94101495),1,0,0
282,570,33.10268497,-97.95293677,POINT (-97.95293677 33.10268497),0,0,0
283,572,33.056301,-97.554005,POINT (-97.554005 33.056301),1,0,0
284,573,33.040112,-97.52371,POINT (-97.52371 33.040112),1,0,0
285,575,33.10268497,-97.95293677,POINT (-97.95293677 33.10268497),0,1,1
286,576,33.062633,-97.494205,POINT (-97.494205 33.062633),0,0,0
287,578,33.21534496,-97.43413662,POINT (-97.43413662 33.21534496),1,0,0
288,579,33.10268497,-97.95293677,POINT (-97.95293677 33.10268497),0,1,0
289,580,33.07943197,-97.93162765,POINT (-97.93162765 33.07943197),0,0,0
290,583,33.20177,-97.65189,POINT (-97.65189 33.20177),1,0,0
291,584,33.143268,-97.53192,POINT (-97.53192 33.143268),1,0,0
292,585,33.08305,-97.46754,POINT (-97.46754 33.08305),1,0,0
293,587,33.332585,-97.499998,POINT (-97.499998 33.332585),1,0,0
294,588,33.05617897,-97.91031852,POINT (-97.91031852 33.05617897),1,0,0
295,590,33.196885,-97.761713,POINT (-97.761713 33.196885),1,0,0
296,595,33.00035,-97.64471,POINT (-97.64471 33.00035),1,0,0
297,596,33.0742,-97.71099,POINT (-97.71099 33.0742),1,0,0
298,598,33.10072902,-97.51202346,POINT (-97.51202346 33.10072902),1,0,0
299,600,33.196885,-97.761713,POINT (-97.761713 33.196885),1,0,0
300,601,33.196885,-97.761713,POINT (-97.761713 33.196885),1,0,0
301,602,32.98400384,-97.394452,POINT (-97.394452 32.98400384),1,0,0
302,604,33.16107544,-96.92926785,POINT (-96.92926785 33.16107544),0,0,0
303,608,33.3606665,-97.73349225,POINT (-97.73349225 33.3606665),1,0,0
304,610,33.517745,-97.818229,POINT (-97.818229 33.517745),1,0,0
305,611,33.204538,-97.814239,POINT (-97.814239 33.204538),0,0,0
306,616,33.54305872,-98.09009713,POINT (-98.09009713 33.54305872),1,0,0
307,618,33.29955,-97.72687,POINT (-97.72687 33.29955),1,0,0
308,620,33.524448,-97.7052715,POINT (-97.7052715 33.524448),1,0,0
309,621,33.63173,-97.88843,POINT (-97.88843 33.63173),0,0,0
310,623,33.008897,-96.958181,POINT (-96.958181 33.008897),1,0,0
311,625,33.02320178,-96.77055646,POINT (-96.77055646 33.02320178),1,0,0
312,626,33.00009456,-96.76032791,POINT (-96.76032791 33.00009456),1,0,0
313,627,,,POINT EMPTY,0,0,0
314,628,30.57261253,-96.26651915,POINT (-96.26651915 30.57261253),1,0,0
315,629,33.15827746,-96.8412892,POINT (-96.8412892 33.15827746),1,0,0
316,631,33.706551,-98.476349,POINT (-98.476349 33.706551),1,0,0
317,632,33.69173,-97.82843,POINT (-97.82843 33.69173),0,0,0
318,634,33.348967,-97.788061,POINT (-97.788061 33.348967),0,0,0
319,635,33.348967,-97.788061,POINT (-97.788061 33.348967),1,0,0
320,636,33.69173,-97.82843,POINT (-97.82843 33.69173),1,0,0
321,637,33.02305,-97.52754,POINT (-97.52754 33.02305),0,0,0
322,640,33.02408,-97.266542,POINT (-97.266542 33.02408),1,0,0
323,641,33.04184563,-96.95982523,POINT (-96.95982523 33.04184563),1,0,0
324,643,33.14312396,-96.85329187,POINT (-96.85329187 33.14312396),1,0,0
325,645,33.0660247,-97.00970987,POINT (-97.00970987 33.0660247),0,0,0
326,646,33.0660247,-97.00970987,POINT (-97.00970987 33.0660247),0,0,0
327,647,33.198961,-97.182228,POINT (-97.182228 33.198961),1,0,0
328,648,32.9491467,-97.007744,POINT (-97.007744 32.9491467),0,0,0
329,649,33.2031866,-96.87700443,POINT (-96.87700443 33.2031866),1,0,0
330,651,33.111106,-96.774841,POINT (-96.774841 33.111106),1,0,0
331,652,33.30882,-96.99969,POINT (-96.99969 33.30882),1,0,0
332,653,33.15983219,-96.75244423,POINT (-96.75244423 33.15983219),1,0,0
333,654,33.15760599,-96.96176436,POINT (-96.96176436 33.15760599),0,0,0
334,655,33.160171,-96.752324,POINT (-96.752324 33.160171),1,0,0
335,656,33.006919,-97.013449,POINT (-97.013449 33.006919),1,0,0
336,657,32.948685,-97.117856,POINT (-97.117856 32.948685),1,0,0
337,658,33.013391,-97.074729,POINT (-97.074729 33.013391),1,0,0
338,659,33.1233244,-96.85967258,POINT (-96.85967258 33.1233244),1,0,0
339,660,33.06602472,-97.00970984,POINT (-97.00970984 33.06602472),1,0,0
340,661,32.99193077,-97.26156345,POINT (-97.26156345 32.99193077),0,0,0
341,662,33.22107439,-96.91793793,POINT (-96.91793793 33.22107439),0,0,0
342,663,33.044366,-96.905153,POINT (-96.905153 33.044366),1,0,0
343,664,33.07216975,-97.03525153,POINT (-97.03525153 33.07216975),1,0,0
344,665,33.09856879,-97.14859622,POINT (-97.14859622 33.09856879),0,0,0
345,667,33.10976911,-97.09081466,POINT (-97.09081466 33.10976911),0,0,0
346,668,33.01216975,-97.09525153,POINT (-97.09525153 33.01216975),1,0,0
347,670,33.216231,-97.281042,POINT (-97.281042 33.216231),1,0,0
348,671,33.15856879,-97.08859622,POINT (-97.08859622 33.15856879),1,0,0
349,672,33.32238166,-97.19175695,POINT (-97.19175695 33.32238166),1,0,0
350,675,33.20312396,-96.79329187,POINT (-96.79329187 33.20312396),1,0,0
351,676,32.93865154,-96.99051993,POINT (-96.99051993 32.93865154),1,0,0
352,678,33.084853,-96.88381,POINT (-96.88381 33.084853),1,0,0
353,679,32.93193077,-97.32156345,POINT (-97.32156345 32.93193077),1,0,0
354,680,33.356271,-97.18706,POINT (-97.18706 33.356271),1,0,0
355,681,33.180369,-96.830639,POINT (-96.830639 33.180369),1,0,0
356,684,33.44302118,-97.18373111,POINT (-97.18373111 33.44302118),0,0,0
357,685,33.332585,-97.499998,POINT (-97.499998 33.332585),1,0,0
358,686,33.34100892,-97.64812518,POINT (-97.64812518 33.34100892),1,0,0
359,688,32.93193077,-97.32156345,POINT (-97.32156345 32.93193077),1,0,0
360,690,33.7039,-97.3719,POINT (-97.3719 33.7039),0,1,1
361,691,33.486408,-97.181865,POINT (-97.181865 33.486408),1,0,0
362,695,33.639988,-97.332313,POINT (-97.332313 33.639988),1,0,0
363,698,33.544198,-97.128014,POINT (-97.128014 33.544198),1,0,0
364,704,33.486338,-97.183068,POINT (-97.183068 33.486338),1,0,0
365,705,33.56624,-97.194211,POINT (-97.194211 33.56624),0,0,0
366,706,33.62624,-97.134211,POINT (-97.134211 33.62624),1,0,0
367,707,33.562414,-97.051927,POINT (-97.051927 33.562414),1,0,0
368,708,33.52202169,-97.14911484,POINT (-97.14911484 33.52202169),1,0,0
369,718,33.58063,-96.97584,POINT (-96.97584 33.58063),1,0,0
370,720,33.470934,-100.856235,POINT (-100.856235 33.470934),0,0,0
371,722,33.64063,-96.91584,POINT (-96.91584 33.64063),0,0,0
372,724,33.28968254,-100.9478211,POINT (-100.9478211 33.28968254),0,0,0
373,725,33.680818,-97.078677,POINT (-97.078677 33.680818),0,0,0
374,726,33.62624,-97.134211,POINT (-97.134211 33.62624),1,0,0
